Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,Segment,Ship Mode,Discount,Postal Code,Profit,Quantity,Sales
2345,ORD02345,06-03-2022,10-03-2022,CUST0544,PROD937,Home Office,Second Class,0.04,781001,354.25,7,2991.22
2346,ORD02346,10-11-2022,16-11-2022,CUST0319,PROD794,Corporate,Same Day,0.49,452001,73.27,1,34.7
2347,ORD02347,23-03-2023,24-03-2023,CUST0678,PROD646,Consumer,Standard Class,0.41,500001,348.21,8,81.74
2348,ORD02348,03-08-2024,05-08-2024,CUST0476,PROD924,Corporate,First Class,0.23,462001,405.73,2,134.99
2349,ORD02349,20-06-2022,22-06-2022,CUST0538,PROD265,Consumer,Second Class,0.1,302001,399.97,2,671.9
2350,ORD02350,09-04-2023,16-04-2023,CUST0286,PROD883,Consumer,Standard Class,0.36,781001,276.32,9,2320.98
2351,ORD02351,23-05-2024,29-05-2024,CUST0102,PROD955,Consumer,Same Day,0.47,600001,471.22,7,2821.67
2352,ORD02352,01-01-2024,04-01-2024,CUST0512,PROD549,Corporate,Second Class,0.37,302001,366.46,1,29.03
2353,ORD02353,24-12-2024,31-12-2024,CUST0670,PROD546,Consumer,First Class,0.12,695001,252.49,6,933.9
2354,ORD02354,29-09-2024,02-10-2024,CUST0089,PROD110,Home Office,Same Day,0.15,395001,218.9,6,246.33
2355,ORD02355,26-10-2023,01-11-2023,CUST0755,PROD739,Consumer,First Class,0.12,452001,383.89,4,1295.22
2356,ORD02356,13-09-2022,15-09-2022,CUST0052,PROD430,Corporate,Second Class,0.12,440001,302.33,4,1271.12
2357,ORD02357,28-05-2024,02-06-2024,CUST0635,PROD654,Consumer,Same Day,0.36,462001,410.91,8,2947.25
2358,ORD02358,25-06-2021,02-07-2021,CUST0650,PROD511,Consumer,First Class,0.38,500001,164.7,5,2083.96
2359,ORD02359,11-05-2024,18-05-2024,CUST0332,PROD611,Consumer,Standard Class,0.15,751001,38.82,6,707.56
2360,ORD02360,11-08-2022,16-08-2022,CUST0155,PROD500,Consumer,Second Class,0.26,302001,324.85,1,208.18
2361,ORD02361,08-01-2021,09-01-2021,CUST0602,PROD589,Home Office,Same Day,0.11,751001,-36.46,7,567.41
2362,ORD02362,23-07-2021,25-07-2021,CUST0360,PROD283,Consumer,First Class,0.02,440001,45.14,7,2060.63
2363,ORD02363,19-09-2021,25-09-2021,CUST0696,PROD382,Consumer,Standard Class,0.02,160001,468.5,2,998.49
2364,ORD02364,08-10-2021,13-10-2021,CUST0211,PROD526,Consumer,Second Class,0.32,110001,222.37,8,1339.08
2365,ORD02365,15-10-2021,22-10-2021,CUST0632,PROD584,Consumer,Second Class,0.3,110001,97.72,4,1218.06
2366,ORD02366,26-08-2021,02-09-2021,CUST0636,PROD325,Home Office,First Class,0.19,530001,438.08,1,280.78
2367,ORD02367,25-08-2022,01-09-2022,CUST0274,PROD217,Corporate,Same Day,0.4,226001,355.09,5,446.32
2368,ORD02368,04-06-2024,06-06-2024,CUST0365,PROD602,Consumer,Standard Class,0.18,302001,369.54,6,159.94
2369,ORD02369,19-11-2024,23-11-2024,CUST0019,PROD727,Consumer,Second Class,0.46,500001,406.54,7,3429.27
2370,ORD02370,09-04-2024,16-04-2024,CUST0752,PROD201,Corporate,First Class,0.39,226001,91.24,5,1111.09
2371,ORD02371,03-07-2024,07-07-2024,CUST0444,PROD207,Corporate,Second Class,0.35,411001,97.54,6,2902.47
2372,ORD02372,14-05-2024,21-05-2024,CUST0513,PROD358,Corporate,First Class,0.23,800001,454.34,3,1390.62
2373,ORD02373,29-01-2022,31-01-2022,CUST0413,PROD107,Consumer,Standard Class,0.17,400001,-7.2,1,301.66
2374,ORD02374,03-09-2023,10-09-2023,CUST0669,PROD551,Home Office,First Class,0.3,160001,363.82,9,2389.65
2375,ORD02375,22-01-2022,29-01-2022,CUST0004,PROD892,Home Office,Second Class,0.5,530001,-14.97,1,124.38
2376,ORD02376,02-07-2022,06-07-2022,CUST0795,PROD109,Home Office,Same Day,0.38,462001,6.64,3,704.38
2377,ORD02377,18-05-2022,23-05-2022,CUST0551,PROD406,Corporate,First Class,0.05,462001,129.47,6,772.92
2378,ORD02378,20-03-2023,21-03-2023,CUST0268,PROD840,Corporate,Same Day,0.46,695001,417.79,4,901.35
2379,ORD02379,14-01-2024,17-01-2024,CUST0777,PROD591,Consumer,Standard Class,0.11,440001,264.29,4,1427.04
2380,ORD02380,05-10-2021,07-10-2021,CUST0622,PROD103,Corporate,First Class,0.11,700001,150.37,2,967.39
2381,ORD02381,09-02-2022,13-02-2022,CUST0576,PROD337,Corporate,Second Class,0.05,160001,108.37,9,3087.67
2382,ORD02382,12-07-2022,17-07-2022,CUST0223,PROD929,Home Office,Second Class,0.38,800001,298.5,2,138
2383,ORD02383,26-04-2024,29-04-2024,CUST0655,PROD239,Corporate,Standard Class,0.14,226001,306.53,8,853.1
2384,ORD02384,08-12-2024,12-12-2024,CUST0716,PROD948,Consumer,First Class,0.37,751001,302.91,8,3063.55
2385,ORD02385,23-02-2023,28-02-2023,CUST0231,PROD904,Home Office,First Class,0.03,452001,362.52,7,1350.63
2386,ORD02386,23-01-2021,26-01-2021,CUST0116,PROD225,Corporate,Same Day,0.14,781001,214.36,4,1307.43
2387,ORD02387,25-05-2022,01-06-2022,CUST0104,PROD970,Corporate,Standard Class,0.19,781001,277.99,4,554.41
2388,ORD02388,06-04-2023,11-04-2023,CUST0672,PROD700,Home Office,Second Class,0.28,110001,-44.8,4,1197.3
2389,ORD02389,02-11-2024,03-11-2024,CUST0186,PROD769,Home Office,Second Class,0.47,395001,40.66,9,788.02
2390,ORD02390,05-10-2024,12-10-2024,CUST0203,PROD383,Corporate,First Class,0.37,560001,71.54,1,33.82
2391,ORD02391,20-01-2024,26-01-2024,CUST0651,PROD882,Home Office,Same Day,0.35,700001,66.92,2,285.24
2392,ORD02392,23-09-2022,27-09-2022,CUST0447,PROD693,Home Office,Second Class,0,462001,33.86,8,3134.98
2393,ORD02393,26-09-2023,30-09-2023,CUST0562,PROD891,Corporate,Same Day,0.16,400001,418.33,2,473.59
2394,ORD02394,19-02-2024,26-02-2024,CUST0538,PROD980,Consumer,Second Class,0.39,560001,165.78,5,1430.13
2395,ORD02395,24-09-2021,27-09-2021,CUST0499,PROD289,Corporate,First Class,0.1,440001,410.71,8,3670.89
2396,ORD02396,21-12-2022,26-12-2022,CUST0411,PROD182,Consumer,Second Class,0.07,700001,94.65,3,793.88
2397,ORD02397,30-09-2023,05-10-2023,CUST0051,PROD673,Home Office,Same Day,0.1,800001,233.77,1,28.13
2398,ORD02398,03-06-2022,09-06-2022,CUST0072,PROD131,Consumer,First Class,0.32,452001,471.9,4,660.73
2399,ORD02399,20-12-2024,24-12-2024,CUST0552,PROD784,Corporate,Same Day,0.13,751001,39.94,1,413.67
2400,ORD02400,30-01-2022,02-02-2022,CUST0552,PROD723,Consumer,Same Day,0.07,560001,245,1,487.66
2401,ORD02401,17-01-2023,22-01-2023,CUST0720,PROD215,Home Office,Second Class,0.07,781001,323.56,1,234.84
2402,ORD02402,04-04-2022,05-04-2022,CUST0094,PROD347,Consumer,Second Class,0.2,302001,168.09,6,1762.47
2403,ORD02403,23-12-2022,30-12-2022,CUST0686,PROD722,Home Office,Standard Class,0.44,411001,428.64,3,1104.1
2404,ORD02404,24-06-2024,26-06-2024,CUST0727,PROD268,Home Office,Second Class,0.01,500001,154.65,9,3721.54
2405,ORD02405,16-07-2023,20-07-2023,CUST0583,PROD168,Consumer,Same Day,0.18,600001,182.97,8,3461.02
2406,ORD02406,31-07-2023,03-08-2023,CUST0167,PROD236,Consumer,Standard Class,0.27,560001,482.67,9,634.34
2407,ORD02407,24-02-2023,27-02-2023,CUST0242,PROD239,Corporate,Standard Class,0.45,302001,489.82,7,2006.23
2408,ORD02408,22-11-2024,24-11-2024,CUST0171,PROD119,Corporate,Same Day,0.37,160001,318.94,9,3954.5
2409,ORD02409,17-04-2023,19-04-2023,CUST0774,PROD876,Corporate,Same Day,0.13,452001,295.83,8,1784.54
2410,ORD02410,16-02-2021,23-02-2021,CUST0325,PROD848,Home Office,Same Day,0.46,380001,453.73,8,2756.9
2411,ORD02411,04-12-2024,06-12-2024,CUST0704,PROD718,Home Office,Standard Class,0.13,530001,93.17,4,326.21
2412,ORD02412,10-11-2023,14-11-2023,CUST0191,PROD949,Corporate,Same Day,0.38,400001,275.88,7,979.53
2413,ORD02413,26-10-2021,27-10-2021,CUST0424,PROD610,Home Office,Standard Class,0.32,440001,229.69,1,160.6
2414,ORD02414,04-04-2021,10-04-2021,CUST0245,PROD137,Home Office,Second Class,0.27,302001,-10.26,1,189.48
2415,ORD02415,16-07-2024,17-07-2024,CUST0334,PROD202,Home Office,First Class,0.07,440001,334.16,1,258.32
2416,ORD02416,16-01-2024,17-01-2024,CUST0774,PROD536,Home Office,Second Class,0.16,395001,34.83,5,126.4
2417,ORD02417,05-09-2023,06-09-2023,CUST0498,PROD458,Home Office,Standard Class,0.21,411001,-37.02,8,689.43
2418,ORD02418,10-04-2024,15-04-2024,CUST0563,PROD850,Consumer,Standard Class,0.26,500001,248.96,2,952.27
2419,ORD02419,09-06-2021,14-06-2021,CUST0029,PROD983,Consumer,First Class,0.34,695001,29.91,5,1131.01
2420,ORD02420,28-05-2024,30-05-2024,CUST0010,PROD750,Home Office,Second Class,0.2,800001,113.85,7,2940.93
2421,ORD02421,23-10-2021,24-10-2021,CUST0187,PROD508,Consumer,Standard Class,0.1,411001,270.18,4,290.03
2422,ORD02422,01-10-2021,06-10-2021,CUST0107,PROD734,Consumer,Standard Class,0.21,700001,11.88,6,1814.63
2423,ORD02423,07-03-2024,08-03-2024,CUST0346,PROD662,Home Office,First Class,0.21,600001,200.49,7,691.93
2424,ORD02424,21-01-2022,26-01-2022,CUST0294,PROD269,Home Office,Standard Class,0.09,400001,177.58,1,480.13
2425,ORD02425,12-08-2023,14-08-2023,CUST0151,PROD457,Home Office,Standard Class,0.3,800001,498.76,5,534.42
2426,ORD02426,20-12-2024,22-12-2024,CUST0011,PROD566,Home Office,Second Class,0.31,800001,172.11,6,1219.87
2427,ORD02427,01-12-2023,05-12-2023,CUST0615,PROD307,Home Office,Standard Class,0.25,452001,357.2,4,713.03
2428,ORD02428,03-11-2022,10-11-2022,CUST0611,PROD302,Consumer,First Class,0.43,226001,473.25,4,1499.83
2429,ORD02429,08-02-2023,09-02-2023,CUST0053,PROD944,Corporate,Second Class,0.09,560001,116.95,1,121.92
2430,ORD02430,27-11-2024,28-11-2024,CUST0129,PROD651,Corporate,First Class,0.08,395001,92.54,3,479.8
2431,ORD02431,12-12-2022,15-12-2022,CUST0159,PROD935,Consumer,First Class,0.46,781001,232.17,1,498.76
2432,ORD02432,06-04-2021,11-04-2021,CUST0366,PROD739,Home Office,Standard Class,0.44,600001,84.16,3,126.69
2433,ORD02433,09-02-2021,12-02-2021,CUST0044,PROD526,Consumer,First Class,0.13,751001,193.36,4,904.59
2434,ORD02434,02-09-2023,06-09-2023,CUST0589,PROD368,Consumer,First Class,0.07,500001,474.8,3,49.34
2435,ORD02435,19-06-2021,21-06-2021,CUST0759,PROD283,Corporate,Same Day,0.26,160001,443.02,2,678.85
2436,ORD02436,05-02-2023,12-02-2023,CUST0553,PROD618,Consumer,Standard Class,0.17,700001,236.23,7,3347.51
2437,ORD02437,12-05-2023,17-05-2023,CUST0479,PROD720,Home Office,Standard Class,0.47,500001,129.11,7,2905.8
2438,ORD02438,21-06-2022,28-06-2022,CUST0473,PROD610,Home Office,Second Class,0.31,452001,471.37,9,773.3
2439,ORD02439,31-10-2023,01-11-2023,CUST0658,PROD417,Home Office,First Class,0.06,395001,188.97,1,499.37
2440,ORD02440,08-11-2024,15-11-2024,CUST0602,PROD608,Consumer,Standard Class,0.1,380001,241.65,5,922.7
2441,ORD02441,02-07-2024,03-07-2024,CUST0672,PROD338,Corporate,Same Day,0.47,695001,494.19,3,1345.78
2442,ORD02442,28-04-2022,04-05-2022,CUST0220,PROD183,Consumer,Second Class,0.44,452001,249.4,1,379.35
2443,ORD02443,19-05-2023,20-05-2023,CUST0095,PROD756,Corporate,Same Day,0.21,440001,220.53,5,879.34
2444,ORD02444,24-08-2024,30-08-2024,CUST0763,PROD298,Consumer,Same Day,0.45,781001,128.32,5,773.96
2445,ORD02445,11-09-2021,17-09-2021,CUST0594,PROD848,Home Office,Standard Class,0.5,226001,-4.99,2,760.95
2446,ORD02446,25-01-2023,29-01-2023,CUST0007,PROD152,Consumer,Second Class,0.02,395001,293.87,9,693.19
2447,ORD02447,24-03-2024,28-03-2024,CUST0148,PROD870,Corporate,First Class,0.48,380001,442.37,1,235.64
2448,ORD02448,27-11-2024,02-12-2024,CUST0390,PROD395,Consumer,Second Class,0.36,751001,344.36,2,42.96
2449,ORD02449,24-05-2024,30-05-2024,CUST0315,PROD420,Corporate,Same Day,0.4,440001,341.91,5,530.57
2450,ORD02450,04-12-2023,09-12-2023,CUST0673,PROD483,Home Office,First Class,0.34,462001,249.21,8,3726.03
2451,ORD02451,08-02-2024,09-02-2024,CUST0674,PROD934,Consumer,First Class,0.4,600001,282.63,1,113.39
2452,ORD02452,22-01-2024,27-01-2024,CUST0426,PROD324,Consumer,Second Class,0.5,462001,451.84,9,2900.55
2453,ORD02453,23-11-2024,24-11-2024,CUST0560,PROD812,Consumer,Same Day,0.43,160001,498.42,3,358.13
2454,ORD02454,04-09-2022,07-09-2022,CUST0466,PROD689,Corporate,First Class,0.45,800001,145.47,9,2519.16
2455,ORD02455,09-02-2021,14-02-2021,CUST0688,PROD516,Corporate,Same Day,0.33,700001,216.75,6,490.3
2456,ORD02456,12-01-2021,19-01-2021,CUST0611,PROD986,Consumer,Second Class,0.02,395001,15.66,2,679.55
2457,ORD02457,14-03-2022,15-03-2022,CUST0019,PROD616,Corporate,First Class,0.41,226001,252.21,2,142.87
2458,ORD02458,23-05-2022,28-05-2022,CUST0453,PROD146,Home Office,Second Class,0.44,452001,70.13,1,395.56
2459,ORD02459,19-10-2021,24-10-2021,CUST0560,PROD425,Consumer,Same Day,0.23,800001,369.37,3,467.84
2460,ORD02460,30-04-2023,05-05-2023,CUST0231,PROD682,Consumer,Same Day,0.06,560001,451.17,9,4302.58
2461,ORD02461,28-11-2021,05-12-2021,CUST0023,PROD682,Corporate,Standard Class,0.01,395001,490.67,7,462.97
2462,ORD02462,22-03-2023,29-03-2023,CUST0428,PROD327,Corporate,Standard Class,0.23,110001,128.88,1,321
2463,ORD02463,15-12-2022,19-12-2022,CUST0431,PROD126,Consumer,Same Day,0.16,530001,134.47,3,511.4
2464,ORD02464,15-02-2022,17-02-2022,CUST0601,PROD235,Corporate,First Class,0.37,400001,425.66,9,4339.55
2465,ORD02465,09-05-2021,14-05-2021,CUST0297,PROD102,Corporate,Same Day,0.22,462001,220.75,1,184.86
2466,ORD02466,25-08-2022,28-08-2022,CUST0143,PROD986,Consumer,Second Class,0.29,530001,197.4,7,988.17
2467,ORD02467,27-03-2021,03-04-2021,CUST0471,PROD582,Consumer,First Class,0.05,781001,315.43,2,550.59
2468,ORD02468,21-06-2024,25-06-2024,CUST0406,PROD954,Home Office,First Class,0.39,411001,125.16,1,96.05
2469,ORD02469,29-09-2021,30-09-2021,CUST0395,PROD997,Home Office,Second Class,0.07,226001,91.76,5,2083.61
2470,ORD02470,22-06-2021,29-06-2021,CUST0323,PROD325,Home Office,Same Day,0.12,462001,30.03,5,402.99
2471,ORD02471,13-05-2022,18-05-2022,CUST0136,PROD161,Consumer,First Class,0.19,751001,232.8,6,2090.89
2472,ORD02472,19-03-2021,25-03-2021,CUST0758,PROD909,Corporate,Same Day,0.09,600001,304.5,6,417.87
2473,ORD02473,09-05-2023,15-05-2023,CUST0030,PROD776,Consumer,Same Day,0.33,160001,139.63,7,2936.3
2474,ORD02474,02-03-2023,09-03-2023,CUST0688,PROD928,Home Office,Standard Class,0.13,530001,182.92,5,2052.5
2475,ORD02475,15-10-2023,20-10-2023,CUST0679,PROD377,Consumer,First Class,0.16,411001,244.62,6,323.16
2476,ORD02476,01-12-2021,05-12-2021,CUST0345,PROD883,Home Office,First Class,0.44,400001,45.43,6,794.39
2477,ORD02477,26-03-2024,29-03-2024,CUST0377,PROD840,Consumer,Same Day,0.14,781001,160.69,4,1573.75
2478,ORD02478,30-11-2021,05-12-2021,CUST0404,PROD456,Home Office,Second Class,0.05,500001,-38.89,3,267.53
2479,ORD02479,29-06-2022,30-06-2022,CUST0724,PROD668,Home Office,First Class,0.02,781001,-4.96,2,801.21
2480,ORD02480,30-08-2021,01-09-2021,CUST0446,PROD659,Corporate,Second Class,0.38,560001,399.62,3,821.32
2481,ORD02481,02-01-2024,05-01-2024,CUST0593,PROD644,Corporate,Second Class,0.02,462001,256.06,7,2424.05
2482,ORD02482,27-02-2021,04-03-2021,CUST0774,PROD187,Home Office,First Class,0.13,781001,53.2,9,2692.69
2483,ORD02483,03-07-2022,10-07-2022,CUST0391,PROD941,Corporate,Standard Class,0.2,462001,32.08,3,311.34
2484,ORD02484,30-09-2021,06-10-2021,CUST0692,PROD221,Corporate,Second Class,0.11,380001,401.54,5,338.45
2485,ORD02485,30-10-2022,06-11-2022,CUST0579,PROD418,Home Office,First Class,0.02,800001,266.22,1,219.89
2486,ORD02486,12-05-2024,13-05-2024,CUST0555,PROD764,Corporate,Second Class,0.29,452001,261.99,4,1860.52
2487,ORD02487,21-09-2023,26-09-2023,CUST0565,PROD482,Consumer,Second Class,0.29,302001,283.11,4,675.4
2488,ORD02488,20-11-2024,21-11-2024,CUST0321,PROD871,Consumer,Standard Class,0.07,395001,49.6,2,984.28
2489,ORD02489,20-11-2022,23-11-2022,CUST0284,PROD626,Consumer,Second Class,0.33,302001,220.51,8,1033.22
2490,ORD02490,03-05-2023,06-05-2023,CUST0453,PROD218,Consumer,First Class,0.19,226001,171.96,1,384.36
2491,ORD02491,16-01-2021,19-01-2021,CUST0161,PROD658,Consumer,First Class,0.28,226001,170.08,4,69.92
2492,ORD02492,22-06-2022,28-06-2022,CUST0552,PROD419,Home Office,Second Class,0.34,560001,290.83,7,1466.7
2493,ORD02493,14-12-2021,17-12-2021,CUST0773,PROD201,Corporate,Second Class,0.34,800001,442.96,9,2723.66
2494,ORD02494,25-06-2024,28-06-2024,CUST0059,PROD492,Consumer,First Class,0.4,781001,42.11,8,2769.25
2495,ORD02495,05-04-2023,11-04-2023,CUST0192,PROD346,Home Office,Standard Class,0.44,751001,-23.71,1,120.02
2496,ORD02496,18-02-2022,19-02-2022,CUST0711,PROD956,Corporate,First Class,0.28,302001,99.72,7,444.28
2497,ORD02497,28-04-2022,02-05-2022,CUST0512,PROD690,Corporate,First Class,0.08,600001,456.01,8,3821.06
2498,ORD02498,10-02-2022,12-02-2022,CUST0302,PROD724,Home Office,Second Class,0.5,530001,168.57,4,1921.73
2499,ORD02499,01-05-2022,06-05-2022,CUST0016,PROD844,Consumer,Standard Class,0.43,700001,279.88,4,1774.03
2500,ORD02500,07-12-2024,09-12-2024,CUST0530,PROD523,Home Office,Same Day,0.24,781001,498.81,6,1544.91
2501,ORD02501,11-12-2024,14-12-2024,CUST0111,PROD656,Corporate,Same Day,0.15,302001,431.76,4,1947.86
2502,ORD02502,19-12-2021,21-12-2021,CUST0551,PROD449,Corporate,Second Class,0.34,530001,314.1,5,2169.68
2503,ORD02503,10-04-2022,11-04-2022,CUST0128,PROD899,Corporate,First Class,0.44,781001,374.58,4,1114.07
2504,ORD02504,10-01-2021,11-01-2021,CUST0475,PROD139,Home Office,Same Day,0.28,452001,383.02,8,1364.6
2505,ORD02505,01-11-2022,03-11-2022,CUST0197,PROD993,Corporate,First Class,0.39,400001,4.69,6,1842.49
2506,ORD02506,26-03-2022,31-03-2022,CUST0316,PROD866,Corporate,Same Day,0.11,462001,106.34,2,427.32
2507,ORD02507,13-05-2023,17-05-2023,CUST0578,PROD149,Home Office,Standard Class,0.48,380001,459.78,7,2074.29
2508,ORD02508,25-05-2024,28-05-2024,CUST0449,PROD138,Corporate,Same Day,0.37,452001,14.54,8,3536.34
2509,ORD02509,01-01-2023,05-01-2023,CUST0062,PROD945,Home Office,Same Day,0.24,695001,15.48,7,2938.32
2510,ORD02510,26-08-2024,02-09-2024,CUST0412,PROD173,Consumer,Same Day,0.11,452001,-47.54,5,2399.22
2511,ORD02511,30-07-2022,02-08-2022,CUST0170,PROD389,Home Office,Second Class,0.34,500001,321.41,9,3079.83
2512,ORD02512,11-03-2021,12-03-2021,CUST0149,PROD434,Corporate,Second Class,0.04,462001,334.68,5,2010.34
2513,ORD02513,05-10-2022,12-10-2022,CUST0193,PROD275,Corporate,First Class,0.05,400001,127.81,4,1479.02
2514,ORD02514,07-09-2021,09-09-2021,CUST0311,PROD928,Home Office,First Class,0.08,160001,442.23,8,3770.6
2515,ORD02515,14-05-2023,20-05-2023,CUST0084,PROD103,Home Office,First Class,0.19,800001,232.81,9,521.16
2516,ORD02516,04-10-2022,05-10-2022,CUST0621,PROD476,Home Office,First Class,0.42,462001,-20.27,5,498.17
2517,ORD02517,17-11-2024,21-11-2024,CUST0290,PROD145,Corporate,Standard Class,0.35,110001,458.74,6,2271.73
2518,ORD02518,11-11-2021,15-11-2021,CUST0436,PROD474,Home Office,Same Day,0.27,781001,325.39,8,1377.68
2519,ORD02519,27-01-2024,31-01-2024,CUST0615,PROD718,Consumer,Same Day,0.02,600001,364.58,8,2174.03
2520,ORD02520,09-04-2024,10-04-2024,CUST0214,PROD541,Corporate,Standard Class,0.37,751001,196.84,1,456.24
2521,ORD02521,06-10-2024,07-10-2024,CUST0205,PROD826,Corporate,First Class,0.43,462001,268.54,5,1073.27
2522,ORD02522,27-09-2022,01-10-2022,CUST0084,PROD648,Consumer,Second Class,0.16,800001,350.46,5,1545.06
2523,ORD02523,05-07-2021,06-07-2021,CUST0374,PROD235,Home Office,Second Class,0.4,462001,293,2,533.79
2524,ORD02524,31-01-2022,02-02-2022,CUST0477,PROD724,Corporate,First Class,0.28,695001,147.56,3,229.4
2525,ORD02525,16-04-2022,17-04-2022,CUST0371,PROD535,Corporate,Same Day,0.14,800001,96.22,2,914.35
2526,ORD02526,15-07-2024,19-07-2024,CUST0743,PROD154,Corporate,Same Day,0.15,160001,-23.33,4,795.86
2527,ORD02527,29-06-2021,06-07-2021,CUST0631,PROD441,Home Office,Standard Class,0.44,800001,345.29,8,3149.81
2528,ORD02528,21-06-2022,23-06-2022,CUST0329,PROD522,Consumer,First Class,0.35,462001,130.67,3,1401.54
2529,ORD02529,20-09-2021,27-09-2021,CUST0037,PROD211,Consumer,Second Class,0.38,380001,449.76,3,873.37
2530,ORD02530,23-11-2022,30-11-2022,CUST0441,PROD474,Corporate,First Class,0.07,110001,58.59,3,186.22
2531,ORD02531,29-04-2023,30-04-2023,CUST0382,PROD350,Consumer,First Class,0.09,751001,28.98,8,3422.44
2532,ORD02532,26-07-2024,28-07-2024,CUST0114,PROD873,Consumer,First Class,0.11,160001,35.19,9,1823.88
2533,ORD02533,04-01-2023,07-01-2023,CUST0228,PROD639,Consumer,Standard Class,0.19,110001,260.13,6,2671.6
2534,ORD02534,04-04-2021,05-04-2021,CUST0650,PROD773,Corporate,Second Class,0.25,781001,125.75,1,17.73
2535,ORD02535,20-11-2021,27-11-2021,CUST0559,PROD490,Home Office,Same Day,0.2,380001,310.54,6,512.51
2536,ORD02536,24-09-2023,27-09-2023,CUST0091,PROD520,Corporate,Standard Class,0.37,440001,465.45,8,3562.74
2537,ORD02537,07-10-2023,11-10-2023,CUST0100,PROD861,Consumer,Same Day,0.32,700001,137.41,2,203.41
2538,ORD02538,07-02-2022,08-02-2022,CUST0237,PROD738,Corporate,Second Class,0.48,462001,209.23,8,1280.07
2539,ORD02539,06-10-2023,13-10-2023,CUST0548,PROD352,Consumer,First Class,0.16,695001,192.98,4,511.49
2540,ORD02540,16-06-2022,20-06-2022,CUST0452,PROD574,Home Office,First Class,0.15,462001,183.55,8,2369.98
2541,ORD02541,24-01-2024,25-01-2024,CUST0187,PROD496,Consumer,Second Class,0.38,781001,422.06,2,325.72
2542,ORD02542,03-03-2021,07-03-2021,CUST0516,PROD538,Consumer,First Class,0.49,160001,108.29,2,809.09
2543,ORD02543,02-04-2021,09-04-2021,CUST0384,PROD982,Home Office,Same Day,0.11,700001,469.51,8,1246.32
2544,ORD02544,11-09-2022,13-09-2022,CUST0135,PROD402,Corporate,Same Day,0.04,395001,446.89,1,30.24
2545,ORD02545,29-11-2024,04-12-2024,CUST0542,PROD158,Home Office,Standard Class,0.22,440001,230.2,8,3422.77
2546,ORD02546,03-06-2022,05-06-2022,CUST0383,PROD308,Home Office,First Class,0.02,160001,377.09,7,2595.95
2547,ORD02547,04-04-2023,10-04-2023,CUST0492,PROD847,Consumer,First Class,0.03,110001,59.4,2,118.74
2548,ORD02548,11-01-2024,16-01-2024,CUST0026,PROD292,Consumer,First Class,0.23,302001,22.37,6,2301.35
2549,ORD02549,20-11-2024,25-11-2024,CUST0678,PROD991,Consumer,Second Class,0.12,452001,425.61,4,449.68
2550,ORD02550,13-07-2022,18-07-2022,CUST0343,PROD889,Corporate,First Class,0.04,395001,138.93,4,1699.52
2551,ORD02551,19-01-2024,24-01-2024,CUST0374,PROD135,Home Office,Second Class,0.23,411001,49.1,5,979.62
2552,ORD02552,18-12-2021,22-12-2021,CUST0369,PROD522,Home Office,First Class,0.02,411001,335.77,8,308.64
2553,ORD02553,18-12-2022,24-12-2022,CUST0083,PROD331,Home Office,First Class,0.02,440001,280.66,8,895.08
2554,ORD02554,18-05-2022,20-05-2022,CUST0084,PROD718,Corporate,Second Class,0.01,600001,9.09,1,10.23
2555,ORD02555,31-03-2021,03-04-2021,CUST0053,PROD319,Corporate,First Class,0.32,781001,49.58,8,2983.24
2556,ORD02556,23-06-2022,26-06-2022,CUST0117,PROD980,Home Office,Same Day,0.17,302001,465.32,1,40.77
2557,ORD02557,10-07-2024,17-07-2024,CUST0560,PROD199,Home Office,First Class,0.06,800001,399.4,7,528.36
2558,ORD02558,08-08-2021,10-08-2021,CUST0179,PROD230,Corporate,Second Class,0.11,380001,357.99,7,2619.93
2559,ORD02559,26-02-2024,03-03-2024,CUST0071,PROD646,Home Office,First Class,0.4,560001,146.31,4,1713.25
2560,ORD02560,03-01-2022,06-01-2022,CUST0175,PROD215,Consumer,Standard Class,0.35,110001,20.75,2,155.1
2561,ORD02561,02-09-2024,04-09-2024,CUST0483,PROD474,Corporate,Second Class,0.41,751001,485.14,2,203.23
2562,ORD02562,03-08-2024,07-08-2024,CUST0032,PROD634,Consumer,Same Day,0.35,560001,391.94,7,1744.28
2563,ORD02563,08-08-2022,13-08-2022,CUST0576,PROD789,Home Office,Second Class,0.26,800001,176.35,2,54.89
2564,ORD02564,18-10-2021,22-10-2021,CUST0073,PROD238,Consumer,Second Class,0.27,500001,134.71,4,1623.35
2565,ORD02565,14-02-2021,18-02-2021,CUST0475,PROD694,Consumer,Same Day,0.36,440001,357.75,5,467.21
2566,ORD02566,11-01-2024,13-01-2024,CUST0205,PROD695,Consumer,Standard Class,0.26,800001,238.05,7,2091.31
2567,ORD02567,25-06-2023,29-06-2023,CUST0142,PROD765,Home Office,Standard Class,0.16,226001,194.24,6,2928.84
2568,ORD02568,05-01-2022,12-01-2022,CUST0716,PROD315,Corporate,Standard Class,0.2,440001,80.39,8,1109.95
2569,ORD02569,01-04-2022,07-04-2022,CUST0240,PROD610,Home Office,Same Day,0.05,395001,58.86,1,23.19
2570,ORD02570,24-10-2023,29-10-2023,CUST0613,PROD586,Home Office,Standard Class,0.06,160001,-29.76,4,389.81
2571,ORD02571,17-01-2022,22-01-2022,CUST0148,PROD206,Corporate,Same Day,0.16,440001,299.88,6,1197.06
